qid,query_text,query_token_count,positive_qrel_count,base_m32_recall@10,base_m32_success@10,base_m32_mrr@10,base_m32_ndcg@10,pca_r16_int8_recall@10,pca_r16_int8_success@10,pca_r16_int8_mrr@10,pca_r16_int8_ndcg@10,rars_r16_int8_recall@10,rars_r16_int8_success@10,rars_r16_int8_mrr@10,rars_r16_int8_ndcg@10,rars_minus_pca_recall_at_10,pca_minus_base_recall_at_10,rars_minus_base_recall_at_10,rars_minus_pca_success_at_10,pca_minus_base_success_at_10,rars_minus_base_success_at_10,rars_minus_pca_mrr_at_10,pca_minus_base_mrr_at_10,rars_minus_base_mrr_at_10,rars_minus_pca_ndcg_at_10,pca_minus_base_ndcg_at_10,rars_minus_base_ndcg_at_10,rars_vs_pca_recall_group,rars_mrr_up_recall_down_vs_pca,rars_ndcg_up_recall_down_vs_pca
451602,medicare's definition of mechanical ventilation,5,17,0.0588235294117647,1.0,0.3333333333333333,0.1363504249233946,0.1176470588235294,1.0,0.3333333333333333,0.2184415605703376,0.1176470588235294,1.0,1.0,0.3587283898430701,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.1402868292727325,0.08209113564694298,0.22237796491967549,tie,False,False
359349,how to find the midsegment of a trapezoid,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,False,False
1115776,what is an aml surveillance analyst,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,False,False
1112341,what is the daily life of thai people,8,13,0.1538461538461538,1.0,1.0,0.2602071281170199,0.1538461538461538,1.0,1.0,0.2661209264833158,0.3076923076923077,1.0,1.0,0.3056251911327834,0.1538461538461539,0.0,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0395042646494676,0.005913798366295908,0.04541806301576351,win,False,False
131843,definition of a sigmet,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,False,False
104861,cost of interior concrete flooring,5,20,0.35,1.0,1.0,0.7753366239771086,0.25,1.0,1.0,0.6300426811446146,0.25,1.0,1.0,0.6274092458891772,0.0,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026334352554373552,-0.14529394283249397,-0.14792737808793133,tie,False,False
833860,what is the most popular food in switzerland,8,8,0.375,1.0,0.5,0.3607319401902098,0.5,1.0,1.0,0.5816200371279562,0.5,1.0,1.0,0.5653203231254091,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.5,-0.01629971400254704,0.22088809693774636,0.20458838293519932,tie,False,False
207786,how are some sharks warm blooded,6,6,0.3333333333333333,1.0,1.0,0.4381753209686198,0.1666666666666666,1.0,1.0,0.3964831514608786,0.1666666666666666,1.0,1.0,0.3964831514608786,0.0,-0.1666666666666667,-0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041692169507741184,-0.041692169507741184,tie,False,False
1114819,what is durable medical equipment consist of,7,37,0.2162162162162162,1.0,1.0,0.6500852126823219,0.2432432432432432,1.0,1.0,0.7758841849550664,0.2432432432432432,1.0,1.0,0.7784789636421007,0.0,0.027027027027027,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0025947786870342826,0.1257989722727445,0.12839375095977879,tie,False,False
183378,exons definition biology,3,29,0.1379310344827586,1.0,1.0,0.4598181682631186,0.1724137931034483,1.0,1.0,0.5595616648195818,0.1724137931034483,1.0,1.0,0.5505946177776837,0.0,0.034482758620689696,0.034482758620689696,0.0,0.0,0.0,0.0,0.0,0.0,-0.008967047041898102,0.0997434965564632,0.0907764495145651,tie,False,False
1106007,define visceral?,2,7,0.5714285714285714,1.0,1.0,0.5771056508321654,0.5714285714285714,1.0,1.0,0.5853011007339132,0.5714285714285714,1.0,1.0,0.589515241524603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004214140790689824,0.008195449901747809,0.012409590692437633,tie,False,False
1124210,tracheids are part of _____.,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,False,False
490595,rsa definition key,3,8,0.625,1.0,1.0,0.4412230184898114,0.625,1.0,1.0,0.428401916523083,0.625,1.0,1.0,0.4384905410274579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010088624504374866,-0.012821101966728365,-0.0027324774623534998,tie,False,False
1103812,who formed the commonwealth of independent states,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,False,False
87181,causes of left ventricular hypertrophy,5,11,0.2727272727272727,1.0,1.0,0.5232567163458878,0.2727272727272727,1.0,1.0,0.5489044210487404,0.2727272727272727,1.0,1.0,0.5216173984013966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02728702264734373,0.025647704702852603,-0.0016393179444911254,tie,False,False
443396,lps laws definition,3,15,0.0666666666666666,1.0,1.0,0.2931678907415521,0.0666666666666666,1.0,1.0,0.2931678907415521,0.0666666666666666,1.0,1.0,0.2931678907415521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,False,False
87452,causes of military suicide,4,5,0.6,1.0,1.0,0.6169532977309885,0.4,1.0,1.0,0.4364540762790479,0.6,1.0,1.0,0.6334381416894744,0.19999999999999996,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969840654104265,-0.18049922145194058,0.01648484395848593,win,False,False
855410,what is theraderm used for,5,1,1.0,1.0,0.1428571428571428,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619052,0.19047619047619052,0.0,0.16666666666666669,0.16666666666666669,tie,False,False
1114646,what is famvir prescribed for,5,8,0.25,1.0,1.0,0.4009229871580482,0.375,1.0,1.0,0.5255522360466987,0.375,1.0,1.0,0.5255522360466987,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12462924888865046,0.12462924888865046,tie,False,False
19335,anthropological definition of environment,4,4,0.5,1.0,1.0,0.8513665030829379,0.25,1.0,0.5,0.5158504273892156,0.25,1.0,1.0,0.8176035833928883,0.0,-0.25,-0.25,0.0,0.0,0.0,0.5,-0.5,0.0,0.3017531560036727,-0.3355160756937223,-0.03376291969004963,tie,False,False
47923,axon terminals or synaptic knob definition,6,14,0.4285714285714285,1.0,1.0,0.3190305187528087,0.5,1.0,1.0,0.4517880423634117,0.5,1.0,1.0,0.4482467609047989,0.0,0.07142857142857151,0.07142857142857151,0.0,0.0,0.0,0.0,0.0,0.0,-0.003541281458612766,0.132757523610603,0.12921624215199023,tie,False,False
405717,is cdg airport in main paris,6,7,0.8571428571428571,1.0,0.5,0.5617265316176251,0.8571428571428571,1.0,1.0,0.6572706707202991,0.8571428571428571,1.0,1.0,0.6627062191571578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.005435548436858673,0.09554413910267401,0.10097968753953268,tie,False,False
182539,example of monotonic function,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,False,False
1113437,what is physical description of spruce,6,12,0.25,1.0,1.0,0.3120152725228298,0.25,1.0,1.0,0.3157230041107777,0.25,1.0,1.0,0.3169442748527593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012212707419815838,0.0037077315879479045,0.004929002329929488,tie,False,False
1129237,hydrogen is a liquid below what temperature,7,5,0.6,1.0,0.5,0.5987478709429586,0.6,1.0,0.5,0.5595053677199512,0.6,1.0,0.5,0.5595053677199512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039242503223007374,-0.039242503223007374,tie,False,False
146187,difference between a mcdouble and a double cheeseburger,8,4,0.75,1.0,1.0,0.8740642370870833,0.75,1.0,1.0,0.8740642370870833,0.75,1.0,1.0,0.8807824012671632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006718164180079977,0.0,0.006718164180079977,tie,False,False
