qid,query_text,candidate_position,internal_row,doc_id,relevance,is_positive,base_score,pca_correction,pca_final_score,rars_correction,rars_final_score,base_rank,pca_rank,rars_rank,base_top10,pca_top10,rars_top10,pca_to_rars_rank_change,entered_rars_top10_vs_pca,left_rars_top10_vs_pca
1112341,what is the daily life of thai people,9,249229,2302831,0.0,False,0.6116687655448914,-0.012115373276174068,0.5995534062385559,-0.006430712062865496,0.6052380800247192,9,26,21,True,False,False,-5,False,False
1112341,what is the daily life of thai people,28,209574,1935748,0.0,False,0.5969260931015015,0.011178020387887955,0.6081041097640991,0.004031491465866566,0.6009575724601746,28,15,25,False,False,False,10,False,False
1112341,what is the daily life of thai people,13,689124,6369840,0.0,False,0.6037850379943848,-0.00721457414329052,0.5965704917907715,-0.004031048156321049,0.5997539758682251,13,32,27,False,False,False,-5,False,False
1112341,what is the daily life of thai people,12,714135,6602880,0.0,False,0.6038500666618347,-0.005250253714621067,0.5985997915267944,-0.010061362758278847,0.5937886834144592,12,28,31,False,False,False,3,False,False
1112341,what is the daily life of thai people,15,432072,3998677,0.0,False,0.6018931865692139,-0.002287340583279729,0.5996058583259583,-0.008976457640528679,0.59291672706604,15,25,34,False,False,False,9,False,False
148538,difference between rn and bsn,1,106732,985488,0.0,False,0.7430596947669983,0.024324707686901093,0.76738440990448,0.0331578329205513,0.776217520236969,1,1,1,True,True,True,0,False,False
148538,difference between rn and bsn,2,818651,7407812,1.0,True,0.7405106425285339,0.020852580666542053,0.7613632082939148,0.029569461941719055,0.7700800895690918,2,2,2,True,True,True,0,False,False
148538,difference between rn and bsn,3,66429,615407,1.0,True,0.728682816028595,0.02173643931746483,0.7504192590713501,0.024432629346847534,0.7531154155731201,3,3,3,True,True,True,0,False,False
148538,difference between rn and bsn,4,47822,445215,0.0,False,0.7285856008529663,0.02153712697327137,0.7501227259635925,0.021500322967767715,0.7500859498977661,4,4,4,True,True,True,0,False,False
148538,difference between rn and bsn,15,220131,2033795,0.0,False,0.7084497213363647,0.017440132796764374,0.7258898615837097,0.025593599304556847,0.734043300151825,15,7,5,False,True,True,-2,False,False
148538,difference between rn and bsn,5,498326,4608852,0.0,False,0.7150810360908508,0.020679838955402374,0.7357608675956726,0.01834827847778797,0.7334293127059937,5,5,6,True,True,True,1,False,False
148538,difference between rn and bsn,21,392351,3631449,0.0,False,0.7043581008911133,0.021927978843450546,0.7262860536575317,0.028436489403247833,0.7327945828437805,21,6,7,False,True,True,1,False,False
148538,difference between rn and bsn,7,211175,1950975,1.0,True,0.7115346193313599,0.01139349490404129,0.7229281067848206,0.016332807019352913,0.7278674244880676,7,8,8,True,True,True,0,False,False
148538,difference between rn and bsn,8,96351,888704,0.0,False,0.710572361946106,0.010508190840482712,0.7210805416107178,0.01670561544597149,0.7272779941558838,8,13,9,True,False,True,-4,True,False
148538,difference between rn and bsn,13,96350,888701,0.0,False,0.7091997265815735,0.013677994720637798,0.7228777408599854,0.01754337176680565,0.7267431020736694,13,9,10,False,True,True,1,False,False
148538,difference between rn and bsn,18,66428,615402,0.0,False,0.7049875855445862,0.01352088712155819,0.7185084819793701,0.021584996953606606,0.726572573184967,18,17,11,False,False,False,-6,False,False
148538,difference between rn and bsn,6,256254,2368188,0.0,False,0.7133446931838989,0.008133882656693459,0.7214785814285278,0.012784598395228386,0.7261292934417725,6,12,12,True,False,False,0,False,False
148538,difference between rn and bsn,12,613607,5674230,0.0,False,0.7092553377151489,0.013361584395170212,0.7226169109344482,0.016286589205265045,0.7255419492721558,12,11,13,False,False,False,2,False,False
148538,difference between rn and bsn,35,520720,4815647,0.0,False,0.6947169303894043,0.026076029986143112,0.7207929491996765,0.02858525514602661,0.7233021855354309,35,15,14,False,False,False,-1,False,False
148538,difference between rn and bsn,11,431148,3989975,0.0,False,0.7096138596534729,0.009457184001803398,0.7190710306167603,0.013579040765762329,0.7231929302215576,11,16,15,False,False,False,-1,False,False
148538,difference between rn and bsn,17,705156,6518598,0.0,False,0.705532968044281,0.015271182172000408,0.7208041548728943,0.015683632344007492,0.72121661901474,17,14,16,False,False,False,2,False,False
148538,difference between rn and bsn,9,960139,8468187,0.0,False,0.7101178765296936,0.004600076004862785,0.7147179245948792,0.010955984704196453,0.7210738658905029,9,20,17,True,False,False,-3,False,False
148538,difference between rn and bsn,20,315097,2915327,1.0,True,0.7043874263763428,0.01842300221323967,0.7228104472160339,0.01361217349767685,0.7179995775222778,20,10,20,False,True,False,10,False,True
148538,difference between rn and bsn,14,79621,734990,0.0,False,0.7087185382843018,0.0027480381540954113,0.7114665508270264,0.004717729520052671,0.7134362459182739,14,25,25,False,False,False,0,False,False
148538,difference between rn and bsn,10,186866,1726410,0.0,False,0.7100566029548645,-0.002187563106417656,0.7078690528869629,0.0020063756965100765,0.7120629549026489,10,27,27,True,False,False,0,False,False
168216,does legionella pneumophila cause pneumonia,1,149595,1381477,3.0,True,0.7813538312911987,0.010004178620874882,0.7913579940795898,0.01752316765487194,0.7988770008087158,1,1,1,True,True,True,0,False,False
168216,does legionella pneumophila cause pneumonia,2,342800,3174840,3.0,True,0.7545958161354065,0.007211001589894295,0.761806845664978,0.012451037764549255,0.7670468688011169,2,2,2,True,True,True,0,False,False
168216,does legionella pneumophila cause pneumonia,3,978410,8639633,3.0,True,0.7522627711296082,0.007795681245625019,0.7600584626197815,0.014579445123672485,0.766842246055603,3,3,3,True,True,True,0,False,False
168216,does legionella pneumophila cause pneumonia,7,342798,3174833,0.0,False,0.7408081889152527,0.013397805392742157,0.7542060017585754,0.018578363582491875,0.7593865394592285,7,4,4,True,True,True,0,False,False
168216,does legionella pneumophila cause pneumonia,5,220388,2036283,2.0,True,0.743606448173523,0.005186502821743488,0.7487929463386536,0.009103101678192616,0.7527095675468445,5,5,5,True,True,True,0,False,False
168216,does legionella pneumophila cause pneumonia,6,929708,8185131,3.0,True,0.7433585524559021,0.0019508346449583769,0.7453094124794006,0.006829633377492428,0.7501881718635559,6,6,6,True,True,True,0,False,False
168216,does legionella pneumophila cause pneumonia,9,673005,6219124,0.0,False,0.7390186786651611,0.0030206134542822838,0.7420392632484436,0.011043145321309566,0.7500618100166321,9,7,7,True,True,True,0,False,False
168216,does legionella pneumophila cause pneumonia,27,503557,4656297,2.0,True,0.7147151231765747,0.021305790171027184,0.7360209226608276,0.03239602595567703,0.7471111416816711,27,12,8,False,False,True,-4,True,False
168216,does legionella pneumophila cause pneumonia,4,578062,5346759,0.0,False,0.7441921830177307,-0.005699290428310633,0.7384929060935974,0.001269804546609521,0.7454620003700256,4,10,9,True,True,True,-1,False,False
168216,does legionella pneumophila cause pneumonia,8,422412,3908776,3.0,True,0.7393966913223267,0.0020571404602378607,0.7414538264274597,0.004234584979712963,0.7436313033103943,8,8,10,True,True,True,2,False,False
168216,does legionella pneumophila cause pneumonia,14,677891,6264732,3.0,True,0.7308973073959351,0.004170537926256657,0.7350678443908691,0.012561413459479809,0.7434587478637695,14,13,11,False,False,False,-2,False,False
168216,does legionella pneumophila cause pneumonia,11,426478,3947232,0.0,False,0.7356231212615967,0.003956275060772896,0.7395793795585632,0.006622274871915579,0.7422453761100769,11,9,12,False,True,False,3,False,True
168216,does legionella pneumophila cause pneumonia,10,330832,3061998,0.0,False,0.7366516590118408,0.0009893192909657955,0.7376409769058228,0.00357888825237751,0.7402305603027344,10,11,13,True,False,False,2,False,False
168216,does legionella pneumophila cause pneumonia,18,63076,584289,0.0,False,0.7276881337165833,0.004466566722840071,0.7321547269821167,0.012445688247680664,0.7401338219642639,18,14,14,False,False,False,0,False,False
168216,does legionella pneumophila cause pneumonia,12,753763,6973314,0.0,False,0.735479474067688,-0.006635310128331184,0.728844165802002,0.004317061975598335,0.73979651927948,12,19,15,False,False,False,-4,False,False
168216,does legionella pneumophila cause pneumonia,20,485807,4495028,0.0,False,0.7226496338844299,0.008365105837583542,0.7310147285461426,0.012941835448145866,0.735591471195221,20,15,17,False,False,False,2,False,False
168216,does legionella pneumophila cause pneumonia,13,17797,165899,0.0,False,0.7348547577857971,-0.0051795123144984245,0.7296752333641052,-0.00175165431573987,0.7331030964851379,13,17,18,False,False,False,1,False,False
168216,does legionella pneumophila cause pneumonia,15,237328,2192949,0.0,False,0.729267418384552,-0.005355433560907841,0.7239120006561279,0.0007483013905584812,0.7300156950950623,15,23,23,False,False,False,0,False,False
87452,causes of military suicide,1,945726,8333919,2.0,True,0.7136877775192261,-0.0052355253137648106,0.7084522247314453,0.0028448523953557014,0.7165326476097107,1,1,1,True,True,True,0,False,False
87452,causes of military suicide,2,651424,6018160,2.0,True,0.6928802728652954,0.0020978618413209915,0.6949781179428101,-0.00838686153292656,0.6844934225082397,2,2,2,True,True,True,0,False,False
87452,causes of military suicide,3,151219,1395631,0.0,False,0.6780044436454773,-0.0022385912016034126,0.675765872001648,-0.0024333293549716473,0.6755711436271667,3,3,3,True,True,True,0,False,False
87452,causes of military suicide,4,780314,7166743,0.0,False,0.6586533784866333,0.009659876115620136,0.6683132648468018,0.00868014246225357,0.6673335433006287,4,4,4,True,True,True,0,False,False
87452,causes of military suicide,5,204567,1890450,0.0,False,0.6583483219146729,0.00044245150638744235,0.6587907671928406,0.0009641494834795594,0.6593124866485596,5,5,5,True,True,True,0,False,False
87452,causes of military suicide,8,926195,8152220,0.0,False,0.6525982022285461,0.0015577892772853374,0.654155969619751,0.004147211089730263,0.656745433807373,8,8,6,True,True,True,-2,False,False
87452,causes of military suicide,6,688409,6363462,0.0,False,0.6554878354072571,0.00037781218998134136,0.6558656692504883,2.9289687518030405e-05,0.6555171012878418,6,6,7,True,True,True,1,False,False
87452,causes of military suicide,10,651425,6018164,3.0,True,0.6461884379386902,0.004063915461301804,0.6502523422241211,0.0091926958411932,0.6553811430931091,10,12,8,True,False,True,-4,True,False
87452,causes of military suicide,17,193032,1782676,0.0,False,0.6410560607910156,0.013405362144112587,0.6544614434242249,0.01293887011706829,0.6539949178695679,17,7,9,False,True,True,2,False,False
87452,causes of military suicide,18,956676,8436575,0.0,False,0.6401357650756836,0.010581500828266144,0.6507172584533691,0.012806237675249577,0.6529420018196106,18,11,10,False,False,True,-1,True,False
87452,causes of military suicide,9,894003,7897959,0.0,False,0.6490011215209961,-0.0008659384329803288,0.6481351852416992,0.0018067779019474983,0.6508079171180725,9,13,11,True,False,False,-2,False,False
87452,causes of military suicide,12,787207,7208274,0.0,False,0.6429553031921387,0.009687879122793674,0.6526432037353516,0.005599833093583584,0.6485551595687866,12,9,12,False,True,False,3,False,True
87452,causes of military suicide,7,485961,4496461,0.0,False,0.6528262495994568,-0.0015789169119670987,0.6512473225593567,-0.005623482167720795,0.6472027897834778,7,10,13,True,True,False,3,False,True
87452,causes of military suicide,11,774754,7133126,0.0,False,0.6431381106376648,-0.00029285356868058443,0.6428452730178833,0.0036489260382950306,0.6467870473861694,11,17,14,False,False,False,-3,False,False
87452,causes of military suicide,25,926196,8152226,0.0,False,0.6357251405715942,0.0042002699337899685,0.6399254202842712,0.011053615249693394,0.6467787623405457,25,20,15,False,False,False,-5,False,False
87452,causes of military suicide,14,219379,2026778,0.0,False,0.6421157121658325,-0.0014195916010066867,0.640696108341217,0.001569585409015417,0.6436852812767029,14,18,16,False,False,False,-2,False,False
87452,causes of military suicide,15,267176,2469415,0.0,False,0.6414660215377808,0.005633616354316473,0.6470996141433716,0.0001647403696551919,0.6416307687759399,15,14,17,False,False,False,3,False,False
87452,causes of military suicide,13,621679,5746164,0.0,False,0.642891526222229,-0.006150148808956146,0.6367413997650146,-0.002633016323670745,0.6402584910392761,13,25,20,False,False,False,-5,False,False
87452,causes of military suicide,20,830060,7481965,0.0,False,0.6386946439743042,0.004389693960547447,0.6430843472480774,-0.004463711753487587,0.63423091173172,20,15,30,False,False,False,15,False,False
962179,when was the salvation army founded,2,647437,5982183,0.0,False,0.6973009705543518,-1.1354684829711914e-05,0.6972895860671997,-0.0029600628186017275,0.6943408846855164,2,2,1,True,True,True,-1,False,False
962179,when was the salvation army founded,1,463898,4292302,0.0,False,0.7048099637031555,-0.002246262039989233,0.7025637030601501,-0.021180516108870506,0.6836294531822205,1,1,2,True,True,True,1,False,False
962179,when was the salvation army founded,4,714047,6602119,0.0,False,0.6774954199790955,0.0016749899368733168,0.6791704297065735,0.0016722539439797401,0.6791676878929138,4,4,3,True,True,True,-1,False,False
962179,when was the salvation army founded,10,6813,62549,0.0,False,0.6614049673080444,0.007525552995502949,0.6689305305480957,0.008526639081537724,0.6699315905570984,10,5,4,True,True,True,-1,False,False
962179,when was the salvation army founded,36,581110,5374952,0.0,False,0.6494958996772766,0.01356236357241869,0.6630582809448242,0.02025764435529709,0.6697535514831543,36,12,5,False,False,True,-7,True,False
962179,when was the salvation army founded,8,432748,4004920,0.0,False,0.6633828282356262,0.0013715856475755572,0.6647543907165527,0.0017409803112968802,0.6651238203048706,8,10,6,True,True,True,-4,False,False
962179,when was the salvation army founded,7,522440,4831573,0.0,False,0.6642280220985413,-0.006736050825566053,0.6574919819831848,0.0005916743539273739,0.6648197174072266,7,15,7,True,False,True,-8,True,False
962179,when was the salvation army founded,34,335322,3104199,0.0,False,0.6497740149497986,0.01839815080165863,0.6681721806526184,0.014955030754208565,0.6647290587425232,34,7,8,False,True,True,1,False,False
962179,when was the salvation army founded,24,78513,724895,0.0,False,0.653768002986908,0.009624016471207142,0.6633920073509216,0.010794715024530888,0.6645627021789551,24,11,9,False,False,True,-2,True,False
962179,when was the salvation army founded,5,435145,4027160,0.0,False,0.6700131297111511,0.011029938235878944,0.6810430884361267,-0.0062813712283968925,0.6637317538261414,5,3,10,True,True,True,7,False,False
962179,when was the salvation army founded,28,317932,2941071,0.0,False,0.6529985666275024,0.01443563960492611,0.6674342155456543,0.008011532947421074,0.6610100865364075,28,9,11,False,True,False,2,False,True
962179,when was the salvation army founded,17,238943,2207989,0.0,False,0.6573677062988281,0.004464068450033665,0.661831796169281,0.0021517863497138023,0.6595194935798645,17,13,12,False,False,False,-1,False,False
962179,when was the salvation army founded,3,400261,3705165,3.0,True,0.6845232844352722,-0.016576949506998062,0.6679463386535645,-0.027516629546880722,0.6570066809654236,3,8,13,True,True,False,5,False,True
962179,when was the salvation army founded,22,504153,4661978,0.0,False,0.6545537114143372,0.014310289174318314,0.6688640117645264,0.0019941776990890503,0.6565479040145874,22,6,14,False,True,False,8,False,True
962179,when was the salvation army founded,16,26834,250712,0.0,False,0.657791256904602,-0.0039045894518494606,0.6538866758346558,-0.001601919997483492,0.6561893224716187,16,18,15,False,False,False,-3,False,False
962179,when was the salvation army founded,6,59423,550930,0.0,False,0.666887104511261,-0.01775204762816429,0.6491350531578064,-0.011882541701197624,0.6550045609474182,6,30,17,True,False,False,-13,False,False
962179,when was the salvation army founded,11,792994,7242802,0.0,False,0.6611720323562622,-0.015225047245621681,0.6459469795227051,-0.007740573026239872,0.6534314751625061,11,43,18,False,False,False,-25,False,False
962179,when was the salvation army founded,19,927072,8160583,0.0,False,0.6558921337127686,0.002164071425795555,0.6580561995506287,-0.0034945402294397354,0.6523975729942322,19,14,19,False,False,False,5,False,False
962179,when was the salvation army founded,15,801735,7294347,0.0,False,0.6583908796310425,-0.01510079950094223,0.643290102481842,-0.008618202991783619,0.6497727036476135,15,59,22,False,False,False,-37,False,False
962179,when was the salvation army founded,9,578941,5354672,0.0,False,0.6626541614532471,-0.011164790019392967,0.6514893770217896,-0.0161467082798481,0.6465074419975281,9,25,32,True,False,False,7,False,False
962179,when was the salvation army founded,14,240058,2218071,0.0,False,0.6592577695846558,-0.007871766574680805,0.651386022567749,-0.015668869018554688,0.6435889005661011,14,26,49,False,False,False,23,False,False
962179,when was the salvation army founded,13,118020,1089680,0.0,False,0.6596080660820007,-0.00650401134043932,0.6531040668487549,-0.018380429595708847,0.641227662563324,13,22,66,False,False,False,44,False,False
962179,when was the salvation army founded,12,160853,1485122,0.0,False,0.6603130102157593,-0.014560038223862648,0.6457529664039612,-0.01921170763671398,0.6411013007164001,12,44,67,False,False,False,23,False,False
